identifier ,parentid,objectid,object_location,title,creator,publisher,date,date-is-approximate?,format,type,display_template,subject,description,image_small,image_thumb,image_alt_text
 sunro_august_19_1969_listing_may_reopen_jordan_river_mine_times_colonist_1969_08_19_2,,jr-np-m-1960-69_008,/objects/ sunro_august_19_1969_listing_may_reopen_jordan_river_mine_times_colonist_1969_08_19_2.pdf,Listing May Reopen Jordan River Mine,Times Colonist,Times Colonist,1969-08-19,,application/pdf,pdf,pdf,Mining; Reopening; Production,,/objects/small/ sunro_august_19_1969_listing_may_reopen_jordan_river_mine_times_colonist_1969_08_19_2_sm.jpg,/objects/thumbs/ sunro_august_19_1969_listing_may_reopen_jordan_river_mine_times_colonist_1969_08_19_2_th.jpg,
sunro_december_7_1963_victoria_daily_times_heavy_rain_to_delay_flooded_mine_repair,,jr-np-m-1960-69_009,/objects/sunro_december_7_1963_victoria_daily_times_heavy_rain_to_delay_flooded_mine_repair.pdf,Heavy Rain to Delay Flooded Mine Repair,Victoria Daily Times,Victoria Daily Times,1963-12-07,,application/pdf,pdf,pdf,Mine Collapse; Mining; Mine Repair ,,/objects/small/sunro_december_7_1963_victoria_daily_times_heavy_rain_to_delay_flooded_mine_repair_sm.jpg,/objects/thumbs/sunro_december_7_1963_victoria_daily_times_heavy_rain_to_delay_flooded_mine_repair_th.jpg,
sunro_december_9_1963_flood_may_keep_mine_close_indefinte_period_the_province_1963_12_09_22,,jr-np-m-1960-69_010,/objects/sunro_december_9_1963_flood_may_keep_mine_close_indefinte_period_the_province_1963_12_09_22.pdf,Flood may keep mine closed indefinite period,Canadian Press,The Province,1963-12-09,,application/pdf,pdf,pdf,Mine Collapse; Mining; Mine Repair ,,/objects/small/sunro_december_9_1963_flood_may_keep_mine_close_indefinte_period_the_province_1963_12_09_22_sm.jpg,/objects/thumbs/sunro_december_9_1963_flood_may_keep_mine_close_indefinte_period_the_province_1963_12_09_22_th.jpg,
sunro_december_13_1963_victoria_daily_times_mine_pollution_in_jr,,jr-np-m-1960-69_012,/objects/sunro_december_13_1963_victoria_daily_times_mine_pollution_in_jr.pdf,Outdoors,Alec Merriman,Daily Colonist,1963-12-13,,application/pdf,pdf,pdf,Mine Collapse; Mining; Fishing; Salmon; Conservation,,/objects/small/sunro_december_13_1963_victoria_daily_times_mine_pollution_in_jr_sm.jpg,/objects/thumbs/sunro_december_13_1963_victoria_daily_times_mine_pollution_in_jr_th.jpg,
sunro_december_1963_times_colonist_photo_old_man_river_on_rampage,,jr-np-m-1960-69_013,/objects/sunro_december_1963_times_colonist_photo_old_man_river_on_rampage.pdf,Old Man River on Rampage,Times Colonist,Times Colonist,1963-12,,application/pdf,pdf,pdf,Mine Collapse; Mining,,/objects/small/sunro_december_1963_times_colonist_photo_old_man_river_on_rampage_sm.jpg,/objects/thumbs/sunro_december_1963_times_colonist_photo_old_man_river_on_rampage_th.jpg,
sunro_february_7_1966_plenty_of_water_but_no_hazard_times_colonist_1966_02_07_3,,jr-np-m-1960-69_014,/objects/sunro_february_7_1966_plenty_of_water_but_no_hazard_times_colonist_1966_02_07_3.pdf,Plenty of Water 'But No Hazard' ,AB Kent,Times Colonist,1966-02-07,,application/pdf,pdf,pdf,Mine Collapse; Mining,,/objects/small/sunro_february_7_1966_plenty_of_water_but_no_hazard_times_colonist_1966_02_07_3_sm.jpg,/objects/thumbs/sunro_february_7_1966_plenty_of_water_but_no_hazard_times_colonist_1966_02_07_3_th.jpg,
sunro_january_7_1964_dam_burst_and_flooding_victoria_daily_times,,jr-np-m-1960-69_015,/objects/sunro_january_7_1964_dam_burst_and_flooding_victoria_daily_times.pdf,Dam Bursting/Flooding,Victoria Daily Times,Victoria Daily Times,1964-01-08,,application/pdf,pdf,pdf,Mine Collapse; Mining; Mine Repair; Landslide; Concrete Plugs,,/objects/small/sunro_january_7_1964_dam_burst_and_flooding_victoria_daily_times_sm.jpg,/objects/thumbs/sunro_january_7_1964_dam_burst_and_flooding_victoria_daily_times_th.jpg,
sunro_january_8_1964_flood_menaces_logging_tow_times_colonist_1964_01_08_17,,jr-np-m-1960-69_016,/objects/sunro_january_8_1964_flood_menaces_logging_tow_times_colonist_1964_01_08_17.pdf,Flood Menaces Logging Town,AB Kent,Victoria Daily Times,1964-01-08,,application/pdf,pdf,pdf,Mine Collapse; Mining; Mine Repair; Landslide; Concrete Plugs,,/objects/small/sunro_january_8_1964_flood_menaces_logging_tow_times_colonist_1964_01_08_17_sm.jpg,/objects/thumbs/sunro_january_8_1964_flood_menaces_logging_tow_times_colonist_1964_01_08_17_th.jpg,
sunro_january_9_1964_times_colonist_jordan_river_flood_threat_lessens,,jr-np-m-1960-69_018,/objects/sunro_january_9_1964_times_colonist_jordan_river_flood_threat_lessens.pdf,Jordan River Flood Threat Lessening,Times Colonist,Times Colonist,1964-01-09,,application/pdf,pdf,pdf,Mine Collapse; Mining; Mine Repair; Landslide; Concrete Plugs,,/objects/small/sunro_january_9_1964_times_colonist_jordan_river_flood_threat_lessens_sm.jpg,/objects/thumbs/sunro_january_9_1964_times_colonist_jordan_river_flood_threat_lessens_th.jpg,
sunro_january_9_1964_times_colonist_maverick_river_adds_to_island_mine_woe,,jr-np-m-1960-69_019,/objects/sunro_january_9_1964_times_colonist_maverick_river_adds_to_island_mine_woe.pdf,Maverick River Adds to Island Mine Woe,Daily Colonist,Daily Colonist,1964-01-09,,application/pdf,pdf,pdf,Mine Collapse; Mining,,/objects/small/sunro_january_9_1964_times_colonist_maverick_river_adds_to_island_mine_woe_sm.jpg,/objects/thumbs/sunro_january_9_1964_times_colonist_maverick_river_adds_to_island_mine_woe_th.jpg,
sunro_january_30_1964_times_colonist_photo_clearing_mouth_of_jordan_river,,jr-np-m-1960-69_020,/objects/sunro_january_30_1964_times_colonist_photo_clearing_mouth_of_jordan_river.pdf,Clearing Mouth of Jordan River,Times Colonist,Times Colonist,1964-01-30,,application/pdf,pdf,pdf,Mine Collapse; Mining,,/objects/small/sunro_january_30_1964_times_colonist_photo_clearing_mouth_of_jordan_river_sm.jpg,/objects/thumbs/sunro_january_30_1964_times_colonist_photo_clearing_mouth_of_jordan_river_th.jpg,
sunro_july_27_1962_canadas_only_underground_ore_mill_opens_the_province_1962_07_27_9,,jr-np-m-1960-69_022,/objects/sunro_july_27_1962_canadas_only_underground_ore_mill_opens_the_province_1962_07_27_9.pdf,Canada's only Underground Ore Mill Opens,The Province ,The Province,1962-07-27,,application/pdf,pdf,pdf,Mine Diagram; Mill; Mill Diagram; Cowichan; Copper,,/objects/small/sunro_july_27_1962_canadas_only_underground_ore_mill_opens_the_province_1962_07_27_9_sm.jpg,/objects/thumbs/sunro_july_27_1962_canadas_only_underground_ore_mill_opens_the_province_1962_07_27_9_th.jpg,
sunro_march_18_1964_province_cowichan_credators_okay_offer,,jr-np-m-1960-69_023,/objects/sunro_march_18_1964_province_cowichan_credators_okay_offer.pdf,Cowichan Creditors Okay Offer,The Province ,The Province,1964-03-18,,application/pdf,pdf,pdf,Financing; Creditors; Cowichan; Loan; Mining;,,/objects/small/sunro_march_18_1964_province_cowichan_credators_okay_offer_sm.jpg,/objects/thumbs/sunro_march_18_1964_province_cowichan_credators_okay_offer_th.jpg,
sunro_march_21_1962_bill_fletcher_report_on_mine_opening_the_vancouver_sun_1962_03_21_25,,jr-np-m-1960-69_024,/objects/sunro_march_21_1962_bill_fletcher_report_on_mine_opening_the_vancouver_sun_1962_03_21_25.pdf,Bill Fletcher on Mine Opening,Bill Fletcher,The Vancouver Sun,1962-03-21,,application/pdf,pdf,pdf,Mill; Power House; Mining;,,/objects/small/sunro_march_21_1962_bill_fletcher_report_on_mine_opening_the_vancouver_sun_1962_03_21_25_sm.jpg,/objects/thumbs/sunro_march_21_1962_bill_fletcher_report_on_mine_opening_the_vancouver_sun_1962_03_21_25_th.jpg,
sunro_may_5_1964_jordan_mine_now_free_of_water_nanaimo_daily_news,,jr-np-m-1960-69_025,/objects/sunro_may_5_1964_jordan_mine_now_free_of_water_nanaimo_daily_news.pdf,Jordan Mine Now Free of Water,Nanaimo Daily News,Nanaimo Daily News,1964-05-05,,application/pdf,pdf,pdf,Mine Collapse; Mining; Mine Repair; Landslide; Concrete Plugs; Water Pumps,,/objects/small/sunro_may_5_1964_jordan_mine_now_free_of_water_nanaimo_daily_news_sm.jpg,/objects/thumbs/sunro_may_5_1964_jordan_mine_now_free_of_water_nanaimo_daily_news_th.jpg,
sunro_may_10_1965_mine_looking_to_future_after_raveges_of_flood_times_colonist_1965_05_10_3,,jr-np-m-1960-69_026,/objects/sunro_may_10_1965_mine_looking_to_future_after_raveges_of_flood_times_colonist_1965_05_10_3.pdf,Water Looking to Future After Ravages of Flood,Jim Hume,Times Colonist,1965-05-10,,application/pdf,pdf,pdf,Mine Collapse; Mining; Mine Repair; Landslide; Concrete Plugs; Water Pumps,,/objects/small/sunro_may_10_1965_mine_looking_to_future_after_raveges_of_flood_times_colonist_1965_05_10_3_sm.jpg,/objects/thumbs/sunro_may_10_1965_mine_looking_to_future_after_raveges_of_flood_times_colonist_1965_05_10_3_th.jpg,
sunro_mine_february_22_1963_cowichan_raises_ore_and_income_the_vancouver_sun_1963_02_22_23,,jr-np-m-1960-69_027,/objects/sunro_mine_february_22_1963_cowichan_raises_ore_and_income_the_vancouver_sun_1963_02_22_23.pdf,Cowichan Raises Ore - and Income,The Vancouver Sun,The Vancouver Sun,1963-02-22,,application/pdf,pdf,pdf,Japan; Cowichan; Copper; Mill,,/objects/small/sunro_mine_february_22_1963_cowichan_raises_ore_and_income_the_vancouver_sun_1963_02_22_23_sm.jpg,/objects/thumbs/sunro_mine_february_22_1963_cowichan_raises_ore_and_income_the_vancouver_sun_1963_02_22_23_th.jpg,
sunro_november_10_1966_vancouver_sun_creditors_accept_new_deal,,jr-np-m-1960-69_028,/objects/sunro_november_10_1966_vancouver_sun_creditors_accept_new_deal.pdf,Creditors Accept New Deal,The Vancouver Sun,The Vancouver Sun,1966-11-10,,application/pdf,pdf,pdf,Debts; Investments; Sunro; Mercantile Bank of Canada;  Mining;,,/objects/small/sunro_november_10_1966_vancouver_sun_creditors_accept_new_deal_sm.jpg,/objects/thumbs/sunro_november_10_1966_vancouver_sun_creditors_accept_new_deal_th.jpg,
sunro_november_16_1966_wage_judgement_in_hands_of_sheriff_times_colonist,,jr-np-m-1960-69_029,/objects/sunro_november_16_1966_wage_judgement_in_hands_of_sheriff_times_colonist.pdf,Wage Judgement in Hands of Sheriff,Times Colonist,Times Colonist,1966-11-16,,application/pdf,pdf,pdf,Labor; Aetna; Cowichan; Wages; Mining;,,/objects/small/sunro_november_16_1966_wage_judgement_in_hands_of_sheriff_times_colonist_sm.jpg,/objects/thumbs/sunro_november_16_1966_wage_judgement_in_hands_of_sheriff_times_colonist_th.jpg,
sunro_november_22_1961_cowichan_to_ship_copper_to_japanese_the_vancouver_sun_1961_11_22_24,,jr-np-m-1960-69_030,/objects/sunro_november_22_1961_cowichan_to_ship_copper_to_japanese_the_vancouver_sun_1961_11_22_24.pdf,Cowichan to Ship Copper to Japanese,The Vancouver Sun,The Vancouver Sun,1961-11-22,,application/pdf,pdf,pdf,Japan; Cowichan; Copper; Mill; Mining;,,/objects/small/sunro_november_22_1961_cowichan_to_ship_copper_to_japanese_the_vancouver_sun_1961_11_22_24_sm.jpg,/objects/thumbs/sunro_november_22_1961_cowichan_to_ship_copper_to_japanese_the_vancouver_sun_1961_11_22_24_th.jpg,
sunro_november_22_1961_sunro_copper_shipment_to_japan_set_for_march_times_colonist_1961_11_22_2,,jr-np-m-1960-69_031,/objects/sunro_november_22_1961_sunro_copper_shipment_to_japan_set_for_march_times_colonist_1961_11_22_2.pdf,Sunro Copper Shipment to Japan Set for March ,Gordon Bell,Times Colonist,1961-11-22,,application/pdf,pdf,pdf, Mining; Japan; Cowichan; Copper; Mill,,/objects/small/sunro_november_22_1961_sunro_copper_shipment_to_japan_set_for_march_times_colonist_1961_11_22_2_sm.jpg,/objects/thumbs/sunro_november_22_1961_sunro_copper_shipment_to_japan_set_for_march_times_colonist_1961_11_22_2_th.jpg,
sunro_october_24_1969_reopening_of_copper_min_at_jordan_river_planned_times_colonist_1969_10_24_11,,jr-np-m-1960-69_032,/objects/sunro_october_24_1969_reopening_of_copper_min_at_jordan_river_planned_times_colonist_1969_10_24_11.pdf,Reopening of Copper Mine at Jordan River Planned,Times Colonist,Times Colonist,1969-10-24,,application/pdf,pdf,pdf,Mine Reopening; Financing; Mining;,,/objects/small/sunro_october_24_1969_reopening_of_copper_min_at_jordan_river_planned_times_colonist_1969_10_24_11_sm.jpg,/objects/thumbs/sunro_october_24_1969_reopening_of_copper_min_at_jordan_river_planned_times_colonist_1969_10_24_11_th.jpg,
sunro_september_3_1968_court_sets_cowichan_copper_date_the_vancouver_sun_1968_09_03_28,,jr-np-m-1960-69_033,/objects/sunro_september_3_1968_court_sets_cowichan_copper_date_the_vancouver_sun_1968_09_03_28.pdf,Court Sets Cowichan Copper Date,The Vancouver Sun,The Vancouver Sun,1968-09-03,,application/pdf,pdf,pdf,Legal Action; Court; Cowichan; Mining;,,/objects/small/sunro_september_3_1968_court_sets_cowichan_copper_date_the_vancouver_sun_1968_09_03_28_sm.jpg,/objects/thumbs/sunro_september_3_1968_court_sets_cowichan_copper_date_the_vancouver_sun_1968_09_03_28_th.jpg,
sunro_september_9_1968_macdonald_loses_cowichan_control_the_vancouver_sun_1968_09_09_25,,jr-np-m-1960-69_034,/objects/sunro_september_9_1968_macdonald_loses_cowichan_control_the_vancouver_sun_1968_09_09_25.pdf,MacDonald Loses Cowichan Control,The Vancouver Sun,The Vancouver Sun,1968-09-09,,application/pdf,pdf,pdf,Mine Ownership; Mining; Rosewood MacDonald; Edward Dobell,,/objects/small/sunro_september_9_1968_macdonald_loses_cowichan_control_the_vancouver_sun_1968_09_09_25_sm.jpg,/objects/thumbs/sunro_september_9_1968_macdonald_loses_cowichan_control_the_vancouver_sun_1968_09_09_25_th.jpg,
sunro_september_10_1966_share_offering_times_colonist_1966_09_10_11,,jr-np-m-1960-69_035,/objects/sunro_september_10_1966_share_offering_times_colonist_1966_09_10_11.pdf,Macsan Explorations LTD. ,Times Colonist,Times Colonist,1966-09-10,,application/pdf,pdf,pdf,Ore Belt; Ownership; Geology; Copper; Mining,,/objects/small/sunro_september_10_1966_share_offering_times_colonist_1966_09_10_11_sm.jpg,/objects/thumbs/sunro_september_10_1966_share_offering_times_colonist_1966_09_10_11_th.jpg,
sunro_september_14_1966_aetna_shuts_off_funds_to_cowichans_sunro_mine_the_vancouver_sun_1966_09_14_26,,jr-np-m-1960-69_036,/objects/sunro_september_14_1966_aetna_shuts_off_funds_to_cowichans_sunro_mine_the_vancouver_sun_1966_09_14_26.pdf,Aetna Shuts off Funds to Cowichan Sunro Mine,Michael Cobb,The Vancouver Sun,1966-09-14,,application/pdf,pdf,pdf,Share Price; Mining; Sunro; Cowichan; Copper; Mining; Flooding; Mine Collapse,,/objects/small/sunro_september_14_1966_aetna_shuts_off_funds_to_cowichans_sunro_mine_the_vancouver_sun_1966_09_14_26_sm.jpg,/objects/thumbs/sunro_september_14_1966_aetna_shuts_off_funds_to_cowichans_sunro_mine_the_vancouver_sun_1966_09_14_26_th.jpg,
the_province_1961_07_03_17,,jr-np-m-1960-69_037,/objects/the_province_1961_07_03_17.pdf,Mining News: Cowichan,The Province ,The Province,,,application/pdf,pdf,pdf,Minig; Mill; Orebodies,,/objects/small/the_province_1961_07_03_17_sm.jpg,/objects/thumbs/the_province_1961_07_03_17_th.jpg,
,,,,,,,,,,,,,,,,
1971_03_03_0016,,jr-np-m-1970-80_001,/objects/1971_03_03_0016.jpg,Mine Effluent Ecological Damage,Alec Merriman,Daily Colonist,1971-03-03,,image,jpg,image,Beach; Ecological Damage; Mining; Effluent; Hydroelectric; Salmon; Spawning,,/objects/small/1971_03_03_0016_sm.jpg,/objects/thumbs/1971_03_03_0016_th.jpg,
1971_03_16_0029,,jr-np-m-1970-80_002,/objects/1971_03_16_0029.jpg,Application for a Permit Under the Pollution Control Act,Daily Colonist,Daily Colonist,1971-03-16,,image,jpg,image,Pollution Control; Mining; Discharge; Sunro;,,/objects/small/1971_03_16_0029_sm.jpg,/objects/thumbs/1971_03_16_0029_th.jpg,
1971_06_27_0012,,jr-np-m-1970-80_003,/objects/1971_06_27_0012.jpg,Fisheries Tests Answer Objections,Daily Colonist,Daily Colonist,1971-06-27,,image,jpg,image,Waste Disposal; Pollution Control; Mining; Copper; Tailings,,/objects/small/1971_06_27_0012_sm.jpg,/objects/thumbs/1971_06_27_0012_th.jpg,
1973_03_02_0016,,jr-np-m-1970-80_004,/objects/1973_03_02_0016.jpg,Mine on Trial for Polluting,Daily Colonist,Daily Colonist,1973-03-02,,image,jpg,image,Trial; Pollution; Fishing; Salmon; Effluent; Mining,,/objects/small/1973_03_02_0016_sm.jpg,/objects/thumbs/1973_03_02_0016_th.jpg,
1974_06_23_0025,,jr-np-m-1970-80_005,/objects/1974_06_23_0025.jpg,Progress Report Dison International LTD.,Daily Colonist,Daily Colonist,1974-06-23,,image,jpg,image,Mining; Directors Meeting,,/objects/small/1974_06_23_0025_sm.jpg,/objects/thumbs/1974_06_23_0025_th.jpg,
1974_12_06_0019_2,,jr-np-m-1970-80_006,/objects/1974_12_06_0019_2.jpg,Jordan River: Bumps in Stride,Daily Colonist,Daily Colonist,1974-12-06,,image,jpg,image,Mine Closure; Logging; Labor; Logging Closure; Mining; Recession,,/objects/small/1974_12_06_0019_2_sm.jpg,/objects/thumbs/1974_12_06_0019_2_th.jpg,
1974_12_06_0050,,jr-np-m-1970-80_007,/objects/1974_12_06_0050.jpg,"Save our Jobs till spring, Jordan Miners Urge B.C. ",Daily Colonist,Daily Colonist,1974-12-06,,image,jpg,image,Mine Closure; Logging; Labor; Logging Closure; Mining; Recession,,/objects/small/1974_12_06_0050_sm.jpg,/objects/thumbs/1974_12_06_0050_th.jpg,
1974_12_14_0046,,jr-np-m-1970-80_008,/objects/1974_12_14_0046.jpg,"Our Battle isn't over, Jordan Miner Asserts",Joe Hume,Daily Colonist,1974-12-14,,image,jpg,image,Mine Closure; Labor; Mining; Recession,,/objects/small/1974_12_14_0046_sm.jpg,/objects/thumbs/1974_12_14_0046_th.jpg,
northern_miner_1973_jordan_river_mill_reaches_capacity,,jr-np-m-1970-80_009,/objects/northern_miner_1973_jordan_river_mill_reaches_capacity.pdf,Jordan River Mines mill Reaches 90% capacity,The Northern Miner,The Northern Miner,1973-12-27,,application/pdf,pdf,pdf,Mining; Geology Section; Development; Tailings; Mineral Deposits; ,,/objects/small/northern_miner_1973_jordan_river_mill_reaches_capacity_sm.jpg,/objects/thumbs/northern_miner_1973_jordan_river_mill_reaches_capacity_th.jpg,
northern_miner_1975_chatham_resources_acquires_property,,jr-np-m-1970-80_010,/objects/northern_miner_1975_chatham_resources_acquires_property.pdf,Chathan Resources Acquired Property,The Northern Miner,The Northern Miner,1975-07-24,,application/pdf,pdf,pdf,Mining; Mineral Deposits; Geology; Ore Production; Property Acquisition,,/objects/small/northern_miner_1975_chatham_resources_acquires_property_sm.jpg,/objects/thumbs/northern_miner_1975_chatham_resources_acquires_property_th.jpg,
sunro_1974_closure_of_mine_costs_63_jobs_daily_colonist,,jr-np-m-1970-80_011,/objects/sunro_1974_closure_of_mine_costs_63_jobs_daily_colonist.pdf,Closure of Mine Costs 63 Jobs at Jordan River,,,1974,,application/pdf,pdf,pdf,Mining; Labor; Mine Closure; ,,/objects/small/sunro_1974_closure_of_mine_costs_63_jobs_daily_colonist_sm.jpg,/objects/thumbs/sunro_1974_closure_of_mine_costs_63_jobs_daily_colonist_th.jpg,
sunro_april_4_1971_victoria_daily_colonist_our_readers_views_in_reply_by_bower_and_lajeunesse,,jr-np-m-1970-80_012,/objects/sunro_april_4_1971_victoria_daily_colonist_our_readers_views_in_reply_by_bower_and_lajeunesse.pdf,In Reply,D.B. Bower and N.D. Lajeunesse,Daily Colonist,1971-04-25,,application/pdf,pdf,pdf,Mining; Beach Pollution; Cowichan; Pollution,,/objects/small/sunro_april_4_1971_victoria_daily_colonist_our_readers_views_in_reply_by_bower_and_lajeunesse_sm.jpg,/objects/thumbs/sunro_april_4_1971_victoria_daily_colonist_our_readers_views_in_reply_by_bower_and_lajeunesse_th.jpg,
sunro_april_5_1971_times_colonist_spec_urges_mine_meeting,,jr-np-m-1970-80_013,/objects/sunro_april_5_1971_times_colonist_spec_urges_mine_meeting.pdf,SPEC Urges Mine Hearing,Times Colonist,Times Colonist,1971-04-05,,application/pdf,pdf,pdf,Mining; Pollution; Hearing,,/objects/small/sunro_april_5_1971_times_colonist_spec_urges_mine_meeting_sm.jpg,/objects/thumbs/sunro_april_5_1971_times_colonist_spec_urges_mine_meeting_th.jpg,
sunro_april_6_1971_province_spec_calls_for_hearing_on_mine_application,,jr-np-m-1970-80_014,/objects/sunro_april_6_1971_province_spec_calls_for_hearing_on_mine_application.pdf,Spec Calls for Hearing on Mine Application,Canadian Press,The Province,1971-04-06,,application/pdf,pdf,pdf,Mining; Pollution; Hearing; Discharge; Recreation; Ecology,,/objects/small/sunro_april_6_1971_province_spec_calls_for_hearing_on_mine_application_sm.jpg,/objects/thumbs/sunro_april_6_1971_province_spec_calls_for_hearing_on_mine_application_th.jpg,
sunro_april_17_1971_mine_dump_hearing_up_in_air_times_colonist_1971_04_17_23,,jr-np-m-1970-80_015,/objects/sunro_april_17_1971_mine_dump_hearing_up_in_air_times_colonist_1971_04_17_23.pdf,Mine Dump Heating Up in Air,Don Vipond,Times Colonist,1971-04-17,,application/pdf,pdf,pdf,Mining; Pollution; Hearing; Discharge; Recreation; Ecology; Protest,,/objects/small/sunro_april_17_1971_mine_dump_hearing_up_in_air_times_colonist_1971_04_17_23_sm.jpg,/objects/thumbs/sunro_april_17_1971_mine_dump_hearing_up_in_air_times_colonist_1971_04_17_23_th.jpg,
sunro_august_10_1971_rigid_controls_police_sunros_strait_dumping_times_colonist_1971_08_10_5,,jr-np-m-1970-80_016,/objects/sunro_august_10_1971_rigid_controls_police_sunros_strait_dumping_times_colonist_1971_08_10_5.pdf,Rigid Controls Police Sunro Strait Dumping,Times Colonist,Times Colonist,1971-08-10,,application/pdf,pdf,pdf,Mining; Pollution Control; Mine Reopening; Pollution Monitoring; Cyanide; Discharge Pipe,,/objects/small/sunro_august_10_1971_rigid_controls_police_sunros_strait_dumping_times_colonist_1971_08_10_5_sm.jpg,/objects/thumbs/sunro_august_10_1971_rigid_controls_police_sunros_strait_dumping_times_colonist_1971_08_10_5_th.jpg,
sunro_august_11_1971_dison_gets_permit_to_dump_effluent_the_vancouver_sun_1971_08_11_38,,jr-np-m-1970-80_017,/objects/sunro_august_11_1971_dison_gets_permit_to_dump_effluent_the_vancouver_sun_1971_08_11_38.pdf,Dison Gets Permit to Dump Effluent,The Vancouver Sun,The Vancouver Sun,1971-08-11,,application/pdf,pdf,pdf,Mining; Pollution Control; Mine Reopening; Pollution Monitoring; Cyanide; Discharge Pipe,,/objects/small/sunro_august_11_1971_dison_gets_permit_to_dump_effluent_the_vancouver_sun_1971_08_11_38_sm.jpg,/objects/thumbs/sunro_august_11_1971_dison_gets_permit_to_dump_effluent_the_vancouver_sun_1971_08_11_38_th.jpg,
